imsi_prefix,date,Incoming data,Records count 
24405-Radiolinja Finland-FINRL,18-06-2018,329,69                                
24412-Finnish 2G-FIN2G,18-06-2018,6913,5228                                     
24421-Elisa (2nd code)-FINES,18-06-2018,169,9                                   
24491-Sonera Corporation-FINTF,18-06-2018,64396,3471                            
24601-Omnitel Lithuania-LTUOM,18-06-2018,19689,1870                             
24602-Bite GSM-LTUMT,18-06-2018,103,10                                          
24603-Tele2-LTU03,18-06-2018,32774,4194                                         
24701-Latvian Mobile Telephone-LVALM,18-06-2018,45525,2551                      
24702-Baltcom GSM -LVABC,18-06-2018,22040,1588                                  
24801-Estonian Mob Tel-ESTEM,18-06-2018,12879,1140                              
24802-Radiolinja Estonia-ESTRE,18-06-2018,597,46                                
24803-Estonia Ritabell (Tele2)-ESTRB,18-06-2018,5979,6539                       
25001-MTS-RUS01,18-06-2018,4306,380                                             
25002-MegaFon -RUSNW,18-06-2018,1836,288                                        
25099-VimpelCom-RUSBD,18-06-2018,4280,3968                                      
25501-Ukraine Mobile Communications-UKRUM,18-06-2018,749,32                     
25503-Kyvistar GSM-UKRKS,18-06-2018,1956,930                                    
25506-Astelit LLC-UKRAS,18-06-2018,92,134                                       
25901-Voxtel-MDAVX,18-06-2018,0,5                                               
26001-Polkomtel -POLKM,18-06-2018,93779,6585                                    
26002-Era -POL02,18-06-2018,171736,12054                                        
26003-PTK Centeltel -POL03,18-06-2018,246957,25447                              
26006-P4 - 3G Poland-POLP4,18-06-2018,200,332                                   
26201-T-Mobile Germany-DEUD1,18-06-2018,394472,173780                           
26202-Vodafone Germany-DEUD2,18-06-2018,1991,755                                
26203-Eplus -DEUE1,18-06-2018,6759,949                                          
26207-O2 Germany-DEUE2,18-06-2018,12723,2371                                    
26601-Gibtel Telecommunications -GIBGT,18-06-2018,512,104                       
26801-Vodafone Portugal-PRTTL,18-06-2018,718,117                                
26803-Optimus -PRTOP,18-06-2018,31418,2024                                      
26806-TMN-PRTTM,18-06-2018,27783,2191                                           
27001-Luxembourg P&T-LUXPT,18-06-2018,14939,15346                               
27077-Tango -LUXTG,18-06-2018,388,48                                            
27099-VOX Mobile - Luxembourg-LUXVM,18-06-2018,5051,633                         
27201-Vodafone Ireland-IRLEC,18-06-2018,1590,8709                               
27202-O2 Ireland-IRLDF,18-06-2018,3719,55607                                    
27203-Meteor-IRLME,18-06-2018,221125,10765                                      
27205-Hutchinson 3G - Ireland-IRLH3,18-06-2018,11092,6280                       
27401-Landssimi Islands -ISLPS,18-06-2018,252,24                                
27402-TAL -ISLTL,18-06-2018,500,51                                              
27411-Nova Iceland-ISLK9,18-06-2018,2414,195                                    
27411-Nova Efh-ISLNO,18-06-2018,2414,195                                        
27601-AMC (Albanian Mobile) -ALBAM,18-06-2018,17,4015                           
27801-Vodafone Malta-MLTTL,18-06-2018,28,66                                     
27821-Go Mobile -MLTGO,18-06-2018,751,198                                       
28001-Cyprus Telecommunications Author-CYPCT,18-06-2018,28,18                   
28010-Scancom (Cyprus)-CYPSC,18-06-2018,4580,524                                
28020-CYPRUS Primtel-CYPPT,18-06-2018,0,1                                       
28201-Geocell -GEOGC,18-06-2018,0,6                                             
28310-Orange-ARMOR,18-06-2018,4,5                                               
28401-MobiTel AD Bulgaria-BGR01,18-06-2018,1062,60                              
28403-Bulgarian Telecom -  Bulgaria-BGRVA,18-06-2018,11910,1017                 
28405-Globul - Cosmo Bulgaria -BGRCM,18-06-2018,134287,8297                     
28601-Turkcell-TURTC,18-06-2018,40766,2511                                      
28603-IS TIM-TURIS,18-06-2018,1085,104                                          
28604-Aycell - Turkey-TURAC,18-06-2018,0,1                                      
29340-SI-Mobil-SVNSM,18-06-2018,16,26                                           
29341-Mobitel Slovenia-SVNMT,18-06-2018,3587,157                                
29364-T-2 d.o.o. Slovenia-SVNFT,18-06-2018,118,3                                
29401-Makedonski Telekomunikacii-MKDMM,18-06-2018,7,5                           
29502-VIAG Europlatform-LIEK9,18-06-2018,0,1                                    
29502-VIAG Europlatform-LIEVE,18-06-2018,0,1                                    
29505-Mobilkom-LIEMK,18-06-2018,109,793                                         
29702-T-Mobile Montenegro-MNETM,18-06-2018,54,55                                
30222-Telus Canada-CANTS,18-06-2018,15945,2271                                  
30237-Microcell (Fido)-CANMC,18-06-2018,1562,215                                
30261-Bell Mobility-CANBM,18-06-2018,12032,1684                                 
30272-Rogers Wireless -CANRW,18-06-2018,4978,1058                               
31017-Cingular (Pacific Bell Services)-USAPB,18-06-2018,1205,4754               
31026-T-Mobile- USAW6-USAW6,18-06-2018,285509,65109                             
31041-Cingular (Genesis)-USACG,18-06-2018,441626,56019                          
33405-Iusacell Mexico-MEXIU,18-06-2018,12,10                                    
33805-Digicel Barbados Barbados-BRBDC,18-06-2018,65,193                         
33805-Digicel Mossel-JAMDC,18-06-2018,65,193                                    
33818-C&W/Jamaica-JAMCW,18-06-2018,0,14                                         
34001-Orange Caraïbe (FWI)-GLP01,18-06-2018,392,36                              
34020-FWI Bouygues Telecom-FRAF4,18-06-2018,2,2                                 
34492-Antigua C&W-ATGCW,18-06-2018,24,7                                         
34614-C&W/Cayman-CYMCW,18-06-2018,1,4                                           
35211-Grenada-GRDCW,18-06-2018,0,4                                              
35611-St Kitts - C & W-KNACW,18-06-2018,0,1                                     
36611-Dominica - C & W-DMACW,18-06-2018,0,2                                     
37413-Digicel Trinidad-TTODL,18-06-2018,0,2                                     
40101-Kar-tel -KAZKT,18-06-2018,0,2                                             
40402-Airtel Bharti [Punjab] INDA9 - 4-INDA9,18-06-2018,1810,381                
40404-Idea Cellular Delhi-INDID,18-06-2018,20,7                                 
40405-Fascel Hutch [Gujarat] INDF1 - 4-INDF1,18-06-2018,153,31                  
40407-Idea Cellular [Andhra Pradesh] I-IND07,18-06-2018,1,4                     
40410-Airtel Bharti [Delhi] INDAT - 40-INDAT,18-06-2018,24519,2195              
40411-Hutchison Essar [Delhi] INDE1 - -INDE1,18-06-2018,3600,225                
40416-Bharti Hexacom North East  India-IND16,18-06-2018,0,5                     
40419-Escotel [Kerala] INDEK - 40419-INDEK,18-06-2018,3,2                       
40420-Hutchison Max [Mumbai] INDHM - 4-INDHM,18-06-2018,3055,396                
40422-Idea Cellular [Maharashtra] INDB-INDBO,18-06-2018,60,32                   
40427-BPL Cellular [Maharashtra]-INDBM,18-06-2018,190,42                        
40430-Hutchison [Calcutta] INDCC - 404-INDCC,18-06-2018,316,97                  
40431-Airtel Bharti [Calcutta] INDMT --INDMT,18-06-2018,437,268                 
40440-Airtel Bharti [Chennai] INDSC - -INDSC,18-06-2018,2626,276                
40445-Airtel Bharti [Karnataka] INDJB -INDJB,18-06-2018,6122,753                
40446-BPL Cellular [Kerala] INDBK - 40-INDBK,18-06-2018,1,11                    
40449-Airtel Bharti [Andhra Pradesh] I-INDJH,18-06-2018,1864,424                
40456-Escotel [UP West]-INDEU,18-06-2018,1,6                                    
40470-Airtel India [Rajasthan] INDH1-INDH1,18-06-2018,872,127                   
40490-Airtel Bharti [Maharashtra]-INDA2,18-06-2018,1019,717                     
40492-Airtel Bharti [Mumbai] INDA1 - 4-INDA1,18-06-2018,4520,3069               
40493-Airtel Bharti [Madhya Pradesh] I-INDA8,18-06-2018,256,35                  
40494-Airtel Bharti [Tamilnadu] INDA4-INDA4,18-06-2018,2048,119                 
40495-Airtel Bharti [Kerala] INDA7 - 4-INDA7,18-06-2018,238,22                  
40496-Airtel Bharti [Haryana]-INDA5,18-06-2018,200,45                           
40497-Airtel Bharti [UP West] INDA6 - -INDA6,18-06-2018,61,20                   
40498-Airtel Bharti [Gujarat] INDA3 --INDA3,18-06-2018,13,54                    
40579-Idea Cellular Mumbai -INDIM,18-06-2018,1,21                               
41001-Mobilink-PAKMK,18-06-2018,84,75                                           
41301-Mobitel - Sri Lanka-LKA71,18-06-2018,220,8                                
41302-MTN Sri Lanka-LKADG,18-06-2018,2448,109                                   
41305-Bharti Airtel Lanka-LKAAT,18-06-2018,0,9                                  
41501-FTML Lebanon-LBNFL,18-06-2018,58,1                                        
41903-Wataniya Telecom-KWTNM,18-06-2018,3051,152                                
41904-Viva Kuwait -KWTKT,18-06-2018,3,8                                         
42001-Saudi Telephone Company-SAUAJ,18-06-2018,23620,1076                       
42003-Etihad Etisalat - Saudi Arabia-SAUET,18-06-2018,65452,1421                
42202-GTO Oman-OMNGT,18-06-2018,9,10                                            
42402-Etisalat-ARETC,18-06-2018,7113,1142                                       
42403-United Arab Emirates-AREDU,18-06-2018,2224,364                            
42501-Partner Communication-ISR01,18-06-2018,17682,19203                        
42502-Cellcom-ISRCL,18-06-2018,5435,448                                         
42503-Pelephone, Israel-ISRPL,18-06-2018,0,5                                    
42601-Bahrain Telecommunications-BHRBT,18-06-2018,135,9                         
42701-Qatar Telekom -QATQT,18-06-2018,39093,3349                                
43211-Iran TeleCom Co-IRN11,18-06-2018,30,25                                    
44010-NTT DoCoMo-JPNDO,18-06-2018,6039,1174                                     
44020-J-Phone-JPNJP,18-06-2018,901,138                                          
44050-KDDI-JPNKD,18-06-2018,1128,163                                            
